84,0xe01aa8,for (int k = 0; k < COLUMNS; k++),,,0,,3.000000,,
85,0xe01ac3,for (int i = 0; i < ROWS; i++),,144.000000,2.7486161481198703,144.000000,4.000000,3.000000,2.000000
86,0xe01ad5,matrix_r[i][j] += matrix_a[i][k] * matrix_b[k][j];,,5095.000000,97.251383851880121,5095.000000,123.000000,155.000000,80.000000
,,6,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
98,0xe0188f,for (int kk = k; kk < k + r; kk++) {,,,0,,,3.000000,
99,0xe018a6,for (int jj = j; jj < j + r; jj++) {,,1.000000,11.111111111111111,1.000000,,8.000000,1.000000
100,0xe018c5,matrix_r[ii][jj] += matrix_a[ii][kk] * matrix_b[kk][jj];,,8.000000,88.888888888888886,8.000000,2.000000,15.000000,10.000000
101,0xe0190d,},,,0,,,8.000000,3.000000
,,,,,,,,,
512,64,3,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
84,0x261ab8,for (int k = 0; k < COLUMNS; k++),,,0,,1.000000,,1.000000
85,0x261ac3,for (int i = 0; i < ROWS; i++),,121.000000,2.3091603053435117,121.000000,2.000000,3.000000,4.000000
86,0x261ad5,matrix_r[i][j] += matrix_a[i][k] * matrix_b[k][j];,,5119.000000,97.690839694656489,5119.000000,133.000000,172.000000,83.000000
,,6,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
99,0x2618ae,for (int jj = j; jj < j + r; jj++) {,,,0,,,7.000000,5.000000
100,0x2618c5,matrix_r[ii][jj] += matrix_a[ii][kk] * matrix_b[kk][jj];,,1.000000,100,1.000000,1.000000,22.000000,19.000000
101,0x26190d,},,,0,,,3.000000,2.000000
102,0x26190f,},,,0,,,,1.000000
,,,,,,,,,
512,128,3,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
84,0x1021aa8,for (int k = 0; k < COLUMNS; k++),,,0,,4.000000,,
85,0x1021ac3,for (int i = 0; i < ROWS; i++),,158.000000,3.0187237294612155,158.000000,,3.000000,2.000000
86,0x1021ad5,matrix_r[i][j] += matrix_a[i][k] * matrix_b[k][j];,,5076.000000,96.981276270538785,5076.000000,139.000000,193.000000,111.000000
,,6,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
95,0x102182c,for (int j = 0; j < COLUMNS; j += r) {,,,0,,,,1.000000
96,,for (int k = 0; k < COLUMNS; k += r) {,,,,,,,
97,,for (int ii = i; ii < i + r; ii++) { // WYNIK CZʌCIOWY,,,,,,,
98,,for (int kk = k; kk < k + r; kk++) {,,,,,,,
99,0x10218ae,for (int jj = j; jj < j + r; jj++) {,,17.000000,77.272727272727266,17.000000,,29.000000,10.000000
100,0x10218c5,matrix_r[ii][jj] += matrix_a[ii][kk] * matrix_b[kk][jj];,,5.000000,22.727272727272727,5.000000,4.000000,58.000000,32.000000
101,0x102190d,},,,0,,,12.000000,6.000000
,,,,,,,,,
256,16,3,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
85,0xcc1ac3,for (int i = 0; i < ROWS; i++),,11.000000,3.293413173652695,11.000000,,1.000000,
86,0xcc1ad8,matrix_r[i][j] += matrix_a[i][k] * matrix_b[k][j];,,323.000000,96.706586826347305,323.000000,,19.000000,15.000000
,,6,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
98,0xcc1892,for (int kk = k; kk < k + r; kk++) {,,,0,,,2.000000,1.000000
99,0xcc18ae,for (int jj = j; jj < j + r; jj++) {,,,0,,,2.000000,
100,0xcc18c5,matrix_r[ii][jj] += matrix_a[ii][kk] * matrix_b[kk][jj];,,,0,,1.000000,5.000000,5.000000
101,0xcc190d,},,,0,,,2.000000,1.000000
,,,,,,,,,
256,64,3,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
84,0xaa1ab8,for (int k = 0; k < COLUMNS; k++),,1.000000,0.29940119760479045,1.000000,,,
85,0xaa1ac3,for (int i = 0; i < ROWS; i++),,17.000000,5.0898203592814371,17.000000,,,
86,0xaa1ad5,matrix_r[i][j] += matrix_a[i][k] * matrix_b[k][j];,,316.000000,94.610778443113773,316.000000,,27.000000,13.000000
,,6,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
99,0xaa18ae,for (int jj = j; jj < j + r; jj++) {,,1.000000,100,1.000000,,7.000000,
100,0xaa18c5,matrix_r[ii][jj] += matrix_a[ii][kk] * matrix_b[kk][jj];,,,0,,,5.000000,4.000000
,,,,,,,,,
128,16,3,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
86,0x71aff,matrix_r[i][j] += matrix_a[i][k] * matrix_b[k][j];,,,0,,,1.000000,2.000000
,,6,,,,,,,
Line,Address,Source Code,Code Bytes,Hotspot Samples,% of Hotspot Samples,DTLB L1M L2H,DTLB L1M L2M,DRAM accesses,L3 misses
98,0x7188f,for (int kk = k; kk < k + r; kk++) {,,,0,,,1.000000,
99,0x718ae,for (int jj = j; jj < j + r; jj++) {,,,0,,,4.000000,
100,0x718d7,matrix_r[ii][jj] += matrix_a[ii][kk] * matrix_b[kk][jj];,,,0,,,2.000000,2.000000
